#Mod_Priority,#Mod_Status,#Mod_Name,#Note,#Primary_Category,#Nexus_ID,#Mod_Nexus_URL,#Mod_Version,#Install_Date,#Download_File_Name
"0837","+","Interesting NPCs 3DNPC","","NPC",29194,"https://www.nexusmods.com/skyrimspecialedition/mods/29194","4.53.0.0","2026/05/04 15:03:19","E:/Descargas E/Compressed/Interesting NPCs 3DNPC-29194-4-5-1660791732.7z"
"0838","+","Interesting NPCs - 4.5 to 4.54 Update","","NPC",29194,"https://www.nexusmods.com/skyrimspecialedition/mods/29194","4.53.0.0","2026/05/04 15:03:18","Interesting NPCs - 4.5 to 4.54 Update-29194-4-54-1681353795.zip"
"0839","+","Interesting NPCs SE (3DNPC) Spanish","","Miscellaneous",56508,"https://www.nexusmods.com/skyrimspecialedition/mods/56508","4.54.0.0","2026/05/04 15:03:35","Interesting NPCs SE Spanish-56508-4-53-1688663101.7z"
"0840","+","USSEP - 3DNPC PATCH","","Patches",149131,"https://www.nexusmods.com/skyrimspecialedition/mods/149131","1.0.0.0","2026/05/04 15:10:52","USSEP - 3DNPC PATCH-149131-v1-1746307255.7z"
"0841","+","(UNSUPPORTED) Interesting NPCs SE - Open Cities Skyrim Patch","traducido y reemplazado el esp","NPC",29194,"https://www.nexusmods.com/skyrimspecialedition/mods/29194","4.53.0.0","2026/05/04 14:50:08","Interesting NPCs SE - Open Cities Skyrim Patch-29194-2-3-1585016385.7z"
"0842","+","Interesting NPCs 3DNPC SE Alternative Locations - ESL Flag","traducido y dejado en DSD al final de la lista","NPC",29194,"https://www.nexusmods.com/skyrimspecialedition/mods/29194","4.1.4.1","2026/05/04 15:03:35","Interesting NPCs 3DNPC SE Alternative Locations - ESL Flag-29194-4-1-4-1-1576532645.7z"
"0843","+","BeastHHBB - 3DNPC Skypatcher","traducido y dejado en DSD al final de la lista - reemplaza al parche iBeasts - Interesting Npcs replacer de la pagina de BHHBB interesting Npcs replacer","",164461,"https://www.nexusmods.com/skyrimspecialedition/mods/164461","1.0.0.0","2026/05/23 20:28:57","BeastHHBB - 3DNPC Skypatcher-164461-1-1763145868.zip"
"0844","+","Interesting NPCs (3DNPC) - Patch Collection","Instale todo lo necesario a la fecha - traducido y dejado en DSD al final de la lista","Patches",89307,"https://www.nexusmods.com/skyrimspecialedition/mods/89307","1.8.1.0","2026/08/17 23:40:18","3DNPC Patches - FOMOD-89307-1-8-1-1717570404.7z"
"0845","+","Interesting NPCs SE - Winterhold Mods Compatibility","","NPC",29194,"https://www.nexusmods.com/skyrimspecialedition/mods/29194","2.0.0.0","2026/08/17 23:12:39","Interesting NPCs SE - Winterhold Mods Compatibility-29194-2-0-1585275646.7z"
"0846","+","Interesting NPCs 3DNPC ENABLE - Vigram","","NPC",29194,"https://www.nexusmods.com/skyrimspecialedition/mods/29194","f1.00","2026/08/17 23:13:07","Vigram-29194-1-00-1660405457.zip"
"0847","+","Interesting NPCs SE - Solitude Jailbreak Reset","","NPC",29194,"https://www.nexusmods.com/skyrimspecialedition/mods/29194","f1.00","2026/08/17 23:14:10","Solitude Jailbreak Reset-29194-1-00-1664643816.zip"
"0848","+","3dnpcs Fixes and Tweaks","Traduccion dsd uso personal","Bug Fixes",131274,"https://www.nexusmods.com/skyrimspecialedition/mods/131274","6.2.0.0","2026/08/17 23:22:57","3dnpcs Fixes and Tweaks-131274-6-2-1764098271.rar"
"0849","+","Interesting NPCs (3DNPC) Script Fixes","","Bug Fixes",87245,"https://www.nexusmods.com/skyrimspecialedition/mods/87245","2.1.0.0","2026/08/17 23:26:37","3DNPC Script Fixes - FOMOD-87245-2-1-1708711470.7z"
"0850","-","Seguidores - INIGO_separator","","",-1,"","","",""
"0851","+","INIGO","","Followers & Companions",1461,"https://www.nexusmods.com/skyrimspecialedition/mods/1461","2.4.0.0C","2026/05/04 15:03:16","INIGO_V2.4C SE-1461-2-4C.7z"
"0852","+","INIGO 2.4C UPDATE ESP FILE","","Patches",89385,"https://www.nexusmods.com/skyrimspecialedition/mods/89385","2.4.0.0C","2026/05/04 15:03:18","Inigo xedit cleaned esp File-89385-2-4C-1681676725.zip"
"0853","+","Inigo Official Patch SE","","Patches",62868,"https://www.nexusmods.com/skyrimspecialedition/mods/62868","2.0.0.0","2026/05/04 15:03:18","Inigo Official Patch SE-62868-2-0-0-1728131052.zip"
"0854","+","Inigo Official Patch SE - Spanish","","Patches",151414,"https://www.nexusmods.com/skyrimspecialedition/mods/151414","2.0.0.0","2026/05/04 15:03:18","Inigo Official Patch SE - Spanish-151414-2-0-0-1748623480.rar"
"0855","+","Inigo - Bloodchill Manor patch","","Patches",58317,"https://www.nexusmods.com/skyrimspecialedition/mods/58317","1.0.0.0","2026/05/04 15:03:18","Inigo - Bloodchill Manor Patch-58317-1-0-0-1636738152.7z"
"0856","+","Lulu's INIGO 2.0","","NPC",126199,"https://www.nexusmods.com/skyrimspecialedition/mods/126199","1.0.0.0","2026/05/04 15:04:39","DementedLulu's INIGO 2.0-126199-1-0-1722990384.zip"
"0857","+","AIO - Val Auri Lucien Inigo Kaidan 2"," solo inigo","Animation",70423,"https://www.nexusmods.com/skyrimspecialedition/mods/70423","4.0.0.0","2026/09/24 16:58:17","Inigo-70423-4-0-1750681488.zip"
"0858","+","Inigo - Cat Sprint","","Animation",70423,"https://www.nexusmods.com/skyrimspecialedition/mods/70423","4.0.0.0","2026/05/04 15:03:18","Inigo - Cat Sprint-70423-4-0-1750681449.zip"
"0859","+","Inigo Immersive Start - Note from a Stranger","","Followers & Companions",102927,"https://www.nexusmods.com/skyrimspecialedition/mods/102927","1.0.0.0","2026/05/04 15:03:18","Inigo Immersive Note-102927-1-0-1697735558.7z"
"0860","+","Inigo Immersive Note - Spanish","","Followers & Companions",151417,"https://www.nexusmods.com/skyrimspecialedition/mods/151417","1.0.0.0","2026/05/04 15:03:18","Inigo Immersive Note - Spanish-151417-1-0-1748624421.rar"
"0861","+","TMD Jars - Inigo Patch","","Patches",85127,"https://www.nexusmods.com/skyrimspecialedition/mods/85127","1.0.0.0","2026/05/04 15:10:39","Inigo Patch-85127-1-0-1676590957.zip"
"0862","-","Seguidores - NNF y otros_separator","","",-1,"","","",""
"0863","+","marth Follower Overhaul","","Overhauls",187445,"https://www.nexusmods.com/skyrimspecialedition/mods/187445","2.0.12.0","2026/09/24 16:59:31","MFO V2.0.12 187445 2.0.12 2026-09-23T19-28Z 8gJHT4Kx8.zip"
"0864","+","marth Follower Overhaul - Spanish","","Overhauls",187584,"https://www.nexusmods.com/skyrimspecialedition/mods/187584","2.0.12.0","2026/09/24 17:13:08","Marth Follower Overhaul Spanish 187584 2.0.12 2026-09-24T20-04Z kATsMWFoL.zip"
"0865","+","Nether's Follower Framework - Universal Installer","Instale todo lo necesario a la fecha","",55653,"https://www.nexusmods.com/skyrimspecialedition/mods/55653","2.8.6.0b","2026/08/17 22:26:46","Nether's Follower Framework - Universal Installer-55653-2-8-6b-1712793520.zip"
"0866","+","Nether's Follower Framework - para hispanohablantes","Instale todo lo necesario a la fecha","Followers & Companions",48024,"https://www.nexusmods.com/skyrimspecialedition/mods/48024","2.8.6.0b","2026/08/17 22:27:17","Nether's Follower Framework 2.8.6b-48024-2-8-6b-1712811988.7z"
"0867","+","NFF Ignore Token for Darkfox's Animals - SPID","Instale todo lo necesario a la fecha - Tiene otros parches ","Followers & Companions",150449,"https://www.nexusmods.com/skyrimspecialedition/mods/150449","2.2.0.0","2026/05/23 21:21:15","NFF Ignore token for Darkfox's Animals - SPID-150449-2-2-1747729261.7z"
"0868","+","SPID - NFF - Add Ignore Token to CustomAI Followers","","Miscellaneous",82945,"https://www.nexusmods.com/skyrimspecialedition/mods/82945","1.0.46.0","2026/05/07 19:21:55","SPID - NFF - Add Ignore Token to CustomAI Follower-82945-1-0-46-1744278201.zip"
"0869","-","Seguidores - AI Overhaul_separator","","",-1,"","","",""
"0870","+","AI Overhaul SSE","Instale todo lo necesario a la fecha - traducido y dejado en DSD al final de la lista","Overhauls",21654,"https://www.nexusmods.com/skyrimspecialedition/mods/21654","1.9.5.0","2026/06/20 18:02:08","AI Overhaul AE 1.9.5.zip"
"0871","+","AI Overhaul - Various Patches","Instale todo lo necesario a la fecha - traducido y dejado en DSD al final de la lista","Patches",78623,"https://www.nexusmods.com/skyrimspecialedition/mods/78623","1.8.0.0","2026/07/30 20:11:17","AI Overhaul - Various Patches-78623-1-8-1773349350.7z"
"0872","+","AI Overhaul - Open Cities Patches","traducido y dejado en DSD al final de la lista","Patches",70266,"https://www.nexusmods.com/skyrimspecialedition/mods/70266","1.3.0.0","2026/05/04 14:52:07","Anniversary Edition Version-70266-1-3-1764771389.7z"
"0873","+","J'zargo - Follower Overhaul --- AI Overhaul Patch","","Followers & Companions",148112,"https://www.nexusmods.com/skyrimspecialedition/mods/148112","1.0.0.0","2026/05/04 15:03:37","J'zargo - Follower Overhaul --- AI Overhaul Patch-148112-1-0-1745057547.rar"
"0874","+","Psychopatchist Purgatory","muchos parches en uno - Traduccion DSD uso personal","Patches",87016,"https://www.nexusmods.com/skyrimspecialedition/mods/87016","0.15.0.0","2026/08/17 23:40:32","Psychopatchist Purgatory-87016-0-15-1778706046.rar"
"0875","-","Tales of Skyrim - Berserkyr_separator","","",-1,"","","",""
"0876","+","Tales of Skyrim - Berserkyr","","Quests and Adventures",103559,"https://www.nexusmods.com/skyrimspecialedition/mods/103559","1.3.0.0","2026/05/04 15:10:07","Tales of Skyrim - Berserkyr-103559-1-3-1732562246.zip"
"0877","+","Tales of Skyrim - Berserkyr - Traduccion Spanish","","Patches",103641,"https://www.nexusmods.com/skyrimspecialedition/mods/103641","1.3.0.0","2026/05/04 15:10:08","Tales of Skyrim - Berserkyr - Spanish 1.3 (25-nov)-103641-1-3-25-nov-1732655006.rar"
"0878","+","Book Covers Skyrim Add-on","","Quests and Adventures",103559,"https://www.nexusmods.com/skyrimspecialedition/mods/103559","1.1.0.0","2026/05/04 14:56:20","Book Covers Skyrim Add-on-103559-1-1-1699118424.7z"
"0879","+","Book Covers Skyrim Add-on - Spanish","","Patches",103641,"https://www.nexusmods.com/skyrimspecialedition/mods/103641","1.1.0.0","2026/05/04 14:56:20","Book Covers Skyrim Add-on - Spanish-103641-1-1-1699231133.rar"
"0880","+","Tales of Skyrim - Berserkyr Patch Collection","Instale todo lo necesario a la fecha - Parche LoTD","Patches",103318,"https://www.nexusmods.com/skyrimspecialedition/mods/103318","1.8.0.0","2026/05/23 21:22:31","Tales of Skyrim - Berserkyr Patch Collection-103318-1-8-1733607493.7z"
"0881","+","Tales of Skyrim - Berserkyr Patch Collection - Traduccion Spanish","Instale todo lo necesario a la fecha","Patches",103640,"https://www.nexusmods.com/skyrimspecialedition/mods/103640","1.8.0.0","2026/05/23 21:23:32","Tales of Skyrim - Berserkyr Patch Collection - Es-103640-1-8-1734038389.rar"
"0882","+","Easy Wheelmenu - Transformations","agregue el txt para español","User Interface",103304,"https://www.nexusmods.com/skyrimspecialedition/mods/103304","1.0.0.0","2026/05/04 14:58:20","Berserkyr Integration-103304-1-0-1698613426.7z"
"0883","+","HircineQuestDamageBoost - ToS Berserkyr patch","mi parche agregar al excel","",156871,"https://www.nexusmods.com/skyrimspecialedition/mods/156871","1.0.0.0","2026/05/04 15:01:07","C:/Users/Matias/Desktop/HircineQuestDamageBoost - ToS Berserkyr patch.rar"
"0884","-","Monedas_separator","","",-1,"","","",""
"0885","+","C.O.I.N. - Coins of Interesting Natures","Instale todo lo necesario a la fecha","Gameplay",51439,"https://www.nexusmods.com/skyrimspecialedition/mods/51439","3.5.3.0","2026/06/18 18:42:54","C.O.I.N..zip"
"0886","+","C.O.I.N. - Coins of Interesting Nature - Spanish","Instale todo lo necesario a la fecha","Gameplay",179535,"https://www.nexusmods.com/skyrimspecialedition/mods/179535","3.5.3.0","2026/06/18 19:13:21","C.O.I.N.   Spanish.rar"
"0887","+","C.O.I.N. - Treasury Exchange","","Gameplay",131682,"https://www.nexusmods.com/skyrimspecialedition/mods/131682","1.2.0.0","2026/05/27 12:42:55","C.O.I.N. - Treasury Exchange 1.2.0-131682-1-2-0-1779875349.7z"
"0888","+","C.O.I.N. - Treasury Exchange - Spanish","No subido aun","",0,"","1.2.0.0","2026/05/04 14:56:23","C:/Users/Matias/Desktop/C.O.I.N. - Treasury Exchange - Spanish.rar"
"0889","+","M.I.N.T. - Mint-Issued National Tenders","Instale todo lo necesario a la fecha","Gameplay",178940,"https://www.nexusmods.com/skyrimspecialedition/mods/178940","1.0.6.0","2026/05/26 22:17:48","M.I.N.T.-178940-1-0-6-1779843603.zip"
"0890","+","M.I.N.T. - Mint-Issued National Tenders - Spanish","Instale todo lo necesario a la fecha","Gameplay",179533,"https://www.nexusmods.com/skyrimspecialedition/mods/179533","1.0.6.0","2026/05/26 23:00:57","M.I.N.T   Spanish-179533-1-0-6-1779850613.rar"
"0891","+","Orc Currency","traducido y dejado en Traducciones DSD","Gameplay",130866,"https://www.nexusmods.com/skyrimspecialedition/mods/130866","1.2.0.0","2026/09/07 00:08:48","Orc Currency 130866 1.2.0 2026-09-04T03-37Z GkqKVMEB8.7z"
"0892","+","Exchange Currency SE","traducido y dejado en Traducciones DSD","Items and Objects - Player",491,"https://www.nexusmods.com/skyrimspecialedition/mods/491","f3.00","2026/05/04 14:58:37","Exchange Currency SE-491-3-01.7z"
"0893","+","Exchange Currency Enhanced","Instale todo lo necesario a la fecha","Gameplay",141884,"https://www.nexusmods.com/skyrimspecialedition/mods/141884","4.1.1.0","2026/06/01 12:19:28","Exchange Currency Enhanced-141884-4-1-1-1780222578.7z"
"0894","+","Exchange Currency Enhanced - Spanish","Instale todo lo necesario a la fecha","",165027,"https://www.nexusmods.com/skyrimspecialedition/mods/165027","4.1.1.0","2026/06/01 13:39:53","Exchange Currency Enhanced - Spanish-165027-4-1-1-1780334126.rar"
"0895","-","STB Widgets - Exchange Currency Compatibility Workaround","solucion a algun problema que se pueda tener. por el momento no lo necesito","Patches",180311,"https://www.nexusmods.com/skyrimspecialedition/mods/180311","1.0.0.0","2026/05/27 15:31:21","STB Widgets - Exchange Currency Compatibility Fix-180311-1-0-0-1779055339.zip"
"0896","+","Dragonborn Basic Income - Drachenblut-Grundeinkommen","sistema de pago diario segun nvl lo traduje manual uso personal","Gameplay",179233,"https://www.nexusmods.com/skyrimspecialedition/mods/179233","1.0.0.0","2026/05/04 16:58:22","Dragonborn PayDay-179233-1-1777920437.zip"
"0897","+","Collectible Coins and New Currency in Skyrim","","Gameplay",190649,"https://www.nexusmods.com/skyrimspecialedition/mods/190649","1.0.0.0","2026/09/08 23:02:33","Collectible Coins and New Currency In Skyrim 190649 1.0.0 2026-09-07T23-57Z Ae46W7UCd.7z"
"0898","+","Collectible Coins and New Currency in Skyrim - Spanish","","Gameplay",191236,"https://www.nexusmods.com/skyrimspecialedition/mods/191236","1.0.0.0","2026/09/08 23:13:44","CCNC Skyrim - Spanish 191236 1 2026-09-09T02-08Z L5WQbqjIB.7z"
"0899","+","CCNC - Creation Club Patch","","Gameplay",190649,"https://www.nexusmods.com/skyrimspecialedition/mods/190649","1.0.0.0","2026/09/08 23:10:38","CCNC - Creation Club Patch 190649 1.0.0 2026-09-07T23-59Z lNkz9LCRk.7z"
"0900","+","CCNC Creation Club Patch Spanish","","Gameplay",191236,"https://www.nexusmods.com/skyrimspecialedition/mods/191236","1.0.0.0","2026/09/09 00:26:22","CCNC Creation Club Patch Spanish 191236 1 2026-09-09T02-12Z PuQ2UKvqv.rar"
"0901","-","Nuevos Items y Cambios en items_separator","","",-1,"","","",""
"0902","+","Reliquary of Myth - Artifacts of Skyrim","Instale todo lo necesario a la fecha - tiene mas parches que pueden servir a futuro","Weapons and Armour",31612,"https://www.nexusmods.com/skyrimspecialedition/mods/31612","4.8.3.0","2026/05/23 20:48:15","Reliquary of Myth - Artifacts of Skyrim-31612-4-8-3-1743090878.7z"
"0903","+","Reliquary of Myth - Artifacts of Skyrim - Traduccion Spanish","Instale todo lo necesario a la fecha","Weapons and Armour",103173,"https://www.nexusmods.com/skyrimspecialedition/mods/103173","4.8.3.0-DSD","2026/08/08 23:51:59","Traduccion Spanish - Reliquary of Myth 103173 4.8.3-DSD 2026-08-09T03-17Z HZCMOykiF.7z"
"0904","+","Pilgrim - A Religion Overhaul","Instale todo lo necesario a la fecha - tiene mas parches","Gameplay",54099,"https://www.nexusmods.com/skyrimspecialedition/mods/54099","1.3.1.0","2026/07/18 20:01:30","Pilgrim - A Religion Overhaul 54099 1.3.1 2026-07-17T19-04Z oPpNfUdIn.7z"
"0905","+","Pilgrim - A Religion Overhaul DSD - Spanish","","Overhauls",184771,"https://www.nexusmods.com/skyrimspecialedition/mods/184771","1.3.0.0","2026/07/08 15:56:47","Pilgrim A Religion Overhaul DSD Spanish 184771 1.3.0 2026-07-08T19-43Z 587RqTY20.rar"
"0906","+","Pilgrim Religion Overhaul - Shrines fit for the Divine","traducido y reemplazado el esp","Locations -  New",158863,"https://www.nexusmods.com/skyrimspecialedition/mods/158863","1.0.0.0","2026/05/04 15:06:30","Pilgrim - Shrines fit for the Divine-158863-1-0-1757546373.zip"
"0907","+","FuzzBeed's Patching Pen - Official FuzzBeed Mod Patch Collection","","Patches",172895,"https://www.nexusmods.com/skyrimspecialedition/mods/172895","1.0.0.0","2026/09/17 23:06:58","FuzzBeed's Patching Pen-172895-1-0-1771620925.7z"
"0908","+","Collectible Dragonling Eggs","","Collectables, Treasure Hunts, and Puzzles",36503,"https://www.nexusmods.com/skyrimspecialedition/mods/36503","1.5.0.0","2026/05/04 14:57:22","Collectible Dragonling Eggs-36503-1-5-1590535744.rar"
"0909","+","Collectible Dragonling Eggs - SkyPatched","Traducido haciendo uso de traduccion de otra persona. solo uso personal","Collectables, Treasure Hunts, and Puzzles",137609,"https://www.nexusmods.com/skyrimspecialedition/mods/137609","1.0.0.0","2026/05/04 14:57:23","Collectible Dragonling Eggs - SkyPatched-137609-1-0-1735492364.zip"
"0910","+","Horn of Jurgen Windcaller Tweaks","Traduccion DSD Manual subir","Miscellaneous",179266,"https://www.nexusmods.com/skyrimspecialedition/mods/179266","1.0.0.0","2026/05/09 22:05:19","Horn of Jurgen Windcaller Tweaks-179266-1-0-1778345606.rar"
"0911","+","Realistic Reflections - Mirrors","","Visuals and Graphics",191282,"https://www.nexusmods.com/skyrimspecialedition/mods/191282","1.0.4.0","2026/09/22 18:50:10","Realistic Reflections - Mirrors 191282 1.0.4 2026-09-21T05-59Z n0oTCmVyv.zip"
"0912","+","Realistic Reflections - Mirrors - Spanish","","Visuals and Graphics",192761,"https://www.nexusmods.com/skyrimspecialedition/mods/192761","1.0.4.0","2026/09/22 19:06:57","Realistic Reflections Mirrors Spanish 192761 1.0.4 2026-09-22T21-57Z vlGiB9yke.rar"
"0913","-","Nuevos Lugares_separator","","",-1,"","","",""
"0914","+","Hircine's Hunt Werewolf Themed Cave","Traducido y reemplazado pero no subido a nexus","Player homes",153857,"https://www.nexusmods.com/skyrimspecialedition/mods/153857","1.0.0.0","2026/05/04 15:01:07","Hircine's Hunt Werewolf Themed Cave-153857-1-0-1-1751649305.zip"
"0915","+","Skeleton Warrior Gym","Instale todo lo necesario a la fecha - Traducido para uso personal no subido a nexus","Locations -  New",101829,"https://www.nexusmods.com/skyrimspecialedition/mods/101829","1.4.0.0","2026/05/04 15:08:18","Skeleton Warrior Gym-101829-1-4-1732470531.7z"
"0916","+","Khajiit Campsite","traducido y reemplazado no subido a nexus","Player homes",2987,"https://www.nexusmods.com/skyrimspecialedition/mods/2987","1.2.0.0","2026/05/04 15:04:06","Khajiit Campsite-2987-1-2.zip"
"0917","+","Adventurer's Lodge","","",162603,"https://www.nexusmods.com/skyrimspecialedition/mods/162603","f1.04","2026/05/04 14:52:06","Adventurer's Lodge-162603-1-04-1765797825.zip"
"0918","+","Hearthfire Additions","","Player homes",180190,"https://www.nexusmods.com/skyrimspecialedition/mods/180190","2.2.0.0","2026/07/04 19:17:16","Hearthfire Additions 180190 2.2 Z3mWyIkSd.7z"
"0919","+","Hearthfire Additions Attic Only","","Player homes",180190,"https://www.nexusmods.com/skyrimspecialedition/mods/180190","2.2.0.0","2026/07/04 19:17:27","Hearthfire Additions Attic Only 180190 2.2 xDLPwG1FV.7z"
"0920","+","Hearthfire Additions Where You Want Them - Spanish","","Player homes",180313,"https://www.nexusmods.com/skyrimspecialedition/mods/180313","2.2.0.0-1","2026/07/05 19:46:05","Hearthfire Additions FOMOD Spanish 180313 2.2-1 hfH9s6v6A.rar"
"0921","+","Mage Towers of Skyrim","Instale todo lo necesario a la fecha","Locations -  New",179965,"https://www.nexusmods.com/skyrimspecialedition/mods/179965","1.7.0.0","2026/09/18 14:15:18","Mage Towers Of Skyrim-179965-1-7-1779309612.zip"
"0922","+","Mage Towers of Skyrim - SPANISH","","Locations -  New",180129,"https://www.nexusmods.com/skyrimspecialedition/mods/180129","1.7.0.0","2026/05/21 16:44:48","Mage Towers Of Skyrim - SPANISH-180129-1-7-1779324333.rar"
"0923","+","Moonlight Cottage - Player Home","","Player homes",70659,"https://www.nexusmods.com/skyrimspecialedition/mods/70659","3.0.0.0","2026/09/22 19:00:45","Moonlight Cottage-70659-3-1666443841.7z"
"0924","+","Moonlight Cottage - Player Home - Spanish Translation","","Player homes",192239,"https://www.nexusmods.com/skyrimspecialedition/mods/192239","3.0.0.0","2026/09/22 19:01:12","Moonlight Cottage - Spanish Translation 192239 3 2026-09-18T09-56Z JrECN2TZw.zip"
"0925","-","Mas misiones y minijuegos_separator","","",-1,"","","",""
"0926","+","Bad Moon SEAE","Una expansión de misión que convierte a La Mano de Plata traduccion dsd manual","",0,"","d2025.7.28.0","2026/05/04 14:53:05","E:/Descargas E/Bad Moon SEAE.zip"
"0927","+","Missives","","Quests and Adventures",17576,"https://www.nexusmods.com/skyrimspecialedition/mods/17576","f2.03","2026/05/04 15:04:53","Missives 2.03 SSE-17576-2-03-1562185360.rar"
"0928","+","Missives - Castellano - Spanish","","User Interface",77849,"https://www.nexusmods.com/skyrimspecialedition/mods/77849","f2.03","2026/05/04 15:04:54","Missives-77849-2-03-1667045194.zip"
"0929","+","Missives - Quest Edits for Unique Missive Board Mods","Traducido y reemplazado (subir a nexus)","Patches",112095,"https://www.nexusmods.com/skyrimspecialedition/mods/112095","1.1.2.0","2026/05/04 15:04:55","Missives - Quest Edits for Unique Missive Boards-112095-1-1-2-1757646735.zip"
"0930","+","Missives Experience Patches","Traducido y reemplazado (subir a nexus)","Quests and Adventures",156087,"https://www.nexusmods.com/skyrimspecialedition/mods/156087","1.0.0.0","2026/05/04 15:04:57","Missives Experience Patch-156087-1-0-1754174070.7z"
"0931","+","Missives - Notes and Announcements","Traducido y reemplazado (subir a nexus)","Immersion",116028,"https://www.nexusmods.com/skyrimspecialedition/mods/116028","1.4.0.0","2026/05/04 15:04:54","Missives - Notes and Announcements-116028-1-4-1766789702.7z"
"0932","+","Missives - Worldspace Additions","","Patches",26788,"https://www.nexusmods.com/skyrimspecialedition/mods/26788","2.13.2.0","2026/06/23 19:41:43","Missives_-_Worldspace_Additions_FOMOD_26788_2.13.2_CmfxYjnl8.7z"
"0933","+","Missives Worldspace Additions - FOMOD DSD Spanish","Instale todo lo necesario a la fecha - Traduccion DSD","",181539,"https://www.nexusmods.com/skyrimspecialedition/mods/181539","2.13.2.0","2026/09/17 23:24:56","Missives Worldspace Additions - FOMOD DSD Spanish 181539 2.13.2 2026-06-14T03-53Z EwgfAeC9s.rar"
"0934","+","Missives - Notes Retexture","no necesita traduccion","Models and Textures",46201,"https://www.nexusmods.com/skyrimspecialedition/mods/46201","1.0.0.0","2026/05/04 15:04:54","Missives Notes Retexture-46201-1-0-1614289834.zip"
"0935","+","Missives - The Witcher Board HD (4K-2K-ENB Light)","Instale todo lo necesario a la fecha","Models and Textures",47097,"https://www.nexusmods.com/skyrimspecialedition/mods/47097","2.1.0.0","2026/05/04 15:04:55","Missives - The Witcher Board HD-47097-2-1-1667054573.7z"
"0936","+","For Diverse Witcher Board BOS Version and CS ISL","","Models and Textures",161673,"https://www.nexusmods.com/skyrimspecialedition/mods/161673","1.4.0.0","2026/05/04 15:00:25","For Diverse Witcher Board BOS Version and CS ISL-161673-1-4-1762852408.zip"
"0937","+","Missives - Quickloot Patch","Traducido y reemplazado (subir a nexus)","Patches",112132,"https://www.nexusmods.com/skyrimspecialedition/mods/112132","1.0.0.0","2026/05/04 15:04:55","Missives - Quickloot Patch-112132-1-0-1708435826.zip"
"0938","+","Missives - Stuck Journal Quest Fix","Traducido y reemplazado (subir a nexus)","Patches",140065,"https://www.nexusmods.com/skyrimspecialedition/mods/140065","1.2.0.0","2026/05/04 15:04:55","Missives - Journal Quest Fix-140065-1-1-1747149263.7z"
"0939","+","Missives - Unique Missive Boards","Traducido y reemplazado (subir a nexus) menos uno que solo tenia skyrim de texto","Models and Textures",111375,"https://www.nexusmods.com/skyrimspecialedition/mods/111375","2.0.1.0","2026/05/04 15:04:55","Missives - Unique Missive Boards-111375-2-0-2-1762389563.zip"
"0940","+","Missives - Bigger Trigger Box","al final de cualquier parche de missives","Patches",67772,"https://www.nexusmods.com/skyrimspecialedition/mods/67772","1.0.0.0","2026/05/04 15:04:54","Missives - Bigger Trigger Boxes-67772-1-1652165661.zip"
"0941","+","Missives Expansion - iNeed Continued patch","","Patches",178546,"https://www.nexusmods.com/skyrimspecialedition/mods/178546","1.0.0.0","2026/05/04 15:04:57","Missives Expansion - iNeed Continued patch-178546-1-0-1777255007.7z"
"0942","-","Mas misiones - Lawbringer instalacion_separator","segui el comentario de  vegaswanderer para instalar Lawbriger","",-1,"","","",""
"0943","+","Fort Takeovers Framework","","Modders Resources",25143,"https://www.nexusmods.com/skyrimspecialedition/mods/25143","3.1.0.0","2026/09/17 23:30:17","FTF_Core-25143-3-1-1589675265.zip"
"0944","+","Skyrim Realistic Conquering - All In One","","Locations - Vanilla",26396,"https://www.nexusmods.com/skyrimspecialedition/mods/26396","0.76.1.0","2026/09/17 23:34:43","SRC - All In one-26396-0-76-1-1761312586.zip"
"0945","+","Radiant Exclusions ESP","","Locations - Vanilla",9101,"https://www.nexusmods.com/skyrimspecialedition/mods/9101","1.0.0.0","2026/09/17 23:44:02","Radiant Exclusions ESP-9101-1-0-1550436754.rar"
"0946","+","Lawbringer","Instale todo lo necesario a la fecha - instale casi todo los parches","Locations - Vanilla",29882,"https://www.nexusmods.com/skyrimspecialedition/mods/29882","1.3.0.2","2026/09/17 23:39:08","Lawbringer Installer-29882-1-3-0-2-1636302905.7z"
"0947","-","Lawbringer - Spanish","","Locations - Vanilla",163492,"https://www.nexusmods.com/skyrimspecialedition/mods/163492","1.3.0.2","2026/05/04 15:04:28","Lawbringer - Spanish-163492-1-3-0-2-1762187771.rar"
"0948","+","Headhunter - Bounties Redone","Instale todo lo necesario a la fecha - Traduccion DSD uso personal","Gameplay",51847,"https://www.nexusmods.com/skyrimspecialedition/mods/51847","1.61.0.0","2026/09/17 23:48:13","Headhunter - Bounties Redone-51847-1-61-1779609290.rar"
"0949","+","Bounty Preview","","Miscellaneous",33877,"https://www.nexusmods.com/skyrimspecialedition/mods/33877","2.0.0.0","2026/05/04 14:56:20","Bounty Preview-33877-2-0-0-1585402339.zip"
"0950","+","SRC - Exclude from Radiant System Options","","Utilities",41881,"https://www.nexusmods.com/skyrimspecialedition/mods/41881","1.1.4.0","2026/09/17 23:49:21","SRC - Exclude from Radiant System-41881-1-1-4-1760982545.zip"
"0951","-","----------------_separator","","",-1,"","","",""
"0952","+","GeoNir","","Gameplay",159736,"https://www.nexusmods.com/skyrimspecialedition/mods/159736","1.0.3.0","2026/05/04 15:00:28","GeoNir-159736-1-0-3-1760945617.zip"
